Country_of_Operator,Operator_Owner,Purpose,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Anticipated_Lifetime,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians,military,geo_orbit
United Kingdom,O3b Networks Ltd.,Communications,,8064.0,8068.0,0.00014,287.94,700.0,,1500.0,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST,,0.000523599,FALSE,FALSE
United Kingdom,O3b Networks Ltd.,Communications,,8063.0,8069.0,0.00021,287.93,700.0,,1500.0,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST,,0.000523599,FALSE,FALSE
India,Indian Space Research Organization (ISRO),Remote Sensing,Sun-Synchronous,722.0,724.0,0.00014,99.2,960.0,,1360.0,5.0,Indian Space Research Organization (ISRO),India,Sriharikota Launch Station,PSLV,,1.715658655,FALSE,FALSE
Sweden,Swedish National Space Board,Astrophysics/Earth Science,Sun-Synchronous,569.0,573.0,0.00029,96.1,250.0,170.0,340.0,2.0,Swedish Space Corporation/Canadian Space Agency/National Technology Agency of Finland/Centre National d'Etudes Spatiales,Sweden/Canada/Finland/France,Svobodny Cosmodrome,Start 1,,1.70344135,FALSE,FALSE
Israel,Ministry of Defense,Remote Sensing/Reconnaissance,Retrograde,367.0,764.0,0.02862,95.97,300.0,,,4.0,"Israel Aircraft Industries (IAI), Missiles and Space Group",Israel,Palmachim Launch Complex,Shavit,,2.5028021470000000,TRUE,FALSE
Israel,Ministry of Defense,Remote Sensing/Reconnaissance,,340.0,576.0,0.01728,93.75,300.0,,,5.0,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex,Shavit,,2.474178748,TRUE,FALSE
Israel,Ministry of Defense,Remote Sensing/Reconnaissance,,343.0,589.0,0.01799,93.91,300.0,,,5.0,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex,Shavit,,2.474527813,TRUE,FALSE
Spain,Spanish Space Agency,Technology Development,Sun-Synchronous,594.0,797.0,0.014370000000000000,98.7,3.0,,,,Instituto Nacional de Tecnica Aerospacial (INTA),Spain,Dombarovsky Launch Facility,Dnepr,,1.7069320080000000,FALSE,FALSE
Australia,Optus Communications (Parent: Singapore Telecom)/Australian Ministry of Defence,Communications,,35773.0,35799.0,0.00031,1436.08,4800.0,2000.0,10600.0,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5G,2.7237608310000000,0.000349066,TRUE,TRUE
Australia,Optus Communications (Parent: Signapore Telecom),Communications,,35778.0,35796.0,0.00021,1436.12,2858.0,1582.0,3000.0,0.5,Hughes Space and Communications,USA,Xichang Satellite Launch Center,Long March CZ2E,2.862339973,0.000349066,FALSE,TRUE
Australia,Optus Communications (Parent: Singapore Telecom),Communications,,35774.0,35797.0,0.00027,1436.08,2300.0,,4800.0,15.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2.793574001,0.000349066,FALSE,TRUE
Australia,Optus Communications (Parent: Singapore Telecom),Communications,,35774.0,35799.0,0.0003,1436.1,2400.0,,3800.0,15.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5,2.653773128,0.000523599,FALSE,TRUE
Australia,Optus Communications (Parent: Singapore Telecom),Communications,,35775.0,35795.0,0.00024000000000000000,1436.04,2501.0,,5000.0,15.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5,2.722364567,0.000698132,FALSE,TRUE
USA,ORBCOMM Inc.,Communications,Intermediate,770.0,776.0,0.00042,100.3,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,769.0,777.0,0.00056,100.3,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,770.0,776.0,0.00042,100.3,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,789.0,794.0,0.00035,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,789.0,794.0,0.00035,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,787.0,796.0,0.00063,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,791.0,792.0,7E-05,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,789.0,793.0,0.00028,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,788.0,794.0,0.00042,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,788.0,794.0,0.00042,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,790.0,792.0,0.00014,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,788.0,796.0,0.00056,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,786.0,796.0,0.0007,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,787.0,796.0,0.00063,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus XL,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,768.0,838.0,0.00488,100.9,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Taurus,,1.8849555920000000,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,772.0,774.0,0.00014,100.3,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,772.0,774.0,0.00014,100.3,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,771.0,774.0,0.00021,100.3,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,768.0,778.0,0.0007,100.3,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,,0.785398163,FALSE,FALSE
USA,ORBCOMM Inc.,Communications,Intermediate,769.0,777.0,0.00056,100.3,45.0,22.0,160.0,5.0,Orbital Sciences Corp.,USA,Wallops Island Flight Facility,Pegasus,,0.785398163,FALSE,FALSE
USA,US Army,Technology Development,Sun-Synchronous,499.0,504.0,0.00036,94.6,4.5,,50.0,,Johns Hopkins University Applied Physics Laboratory,USA,Wallops Island Flight Facility,Minotaur,,0.706858347,TRUE,FALSE
USA,US Army,Technology Development,Sun-Synchronous,499.0,504.0,0.00036,94.6,4.5,,50.0,,Johns Hopkins University Applied Physics Laboratory,USA,Wallops Island Flight Facility,Minotaur,,0.706858347,TRUE,FALSE
USA,U.S. Air Force/ DoD,Reconnaissance,,396.0,410.0,0.00103,92.62,434.0,,50.0,,Goodrich/ATK,USA,Wallops Island Flight Facility,Minotaur,,0.698131701,TRUE,FALSE
USA,US Army,Technology Development,Sun-Synchronous,499.0,504.0,0.00036,94.6,4.5,,,,Miltec Corporation,USA,Wallops Island Flight Facility,Minotaur,,0.706858347,TRUE,FALSE
Denmark,Danish Meteorological Institute (DMI),Earth Science,Sun-Synchronous,635.0,839.0,0.01435,99.5,60.6,50.0,54.0,5.0,Computer Resources International (CRI),Denmark,Vandenberg AFB,Delta 7920,,1.684242728,FALSE,FALSE
Pakistan,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO)/PakSat International,Communications,,35786.0,35800.0,0.00017000000000000000,1436.1,5120.0,2100.0,,15.0,China Aerospace Science and Technology Corp. (CASC),China (PR),Xichang Satellite Launch Center,Long March 3B,0.663225116,0.0017453290000000000,FALSE,TRUE
Indonesia,PT Indosat,Communications,,35784.0,35789.0,6E-05,1436.13,3014.0,1740.0,3700.0,15.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,1.9720475220000000,0.000872665,FALSE,TRUE
Indonesia,PT Indosat,Communications,,35780.0,35792.0,0.00014,1436.09,4100.0,,6000.0,15.0,Thales Alenia Space,France,Xichang Satellite Launch Center,Long March 3B,2.634923572,0.00122173,FALSE,TRUE
USA,Unknown US agency,Communications,,35786.0,35787.0,1E-05,1436.12,,,,,Lockheed Martin,USA,Cape Canaveral,Atlas 5,0.6021385920000000,0.000523599,TRUE,TRUE
France,Centre National d'Etudes Spatiales (CNES),Earth Science,Sun-Synchronous,692.0,694.0,0.00014,98.6,120.0,,180.0,2.0,Centre National d'Etudes Spatiales (CNES),France,Guiana Space Center,Ariane 5G,,1.7174039840000000,FALSE,FALSE
Russia,Ministry of Defense,Navigation,Intermediate,949.0,1016.0,0.00456,104.74,825.0,,,5.0,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos 3M,,1.44687795,TRUE,FALSE
Russia,Ministry of Defense,Navigation,Intermediate,969.0,1016.0,0.0031900000000000000,105.0,820.0,,,0.5,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos 3M,,1.448623279,TRUE,FALSE
Russia,Ministry of Defense,Navigation,Intermediate,967.0,1013.0,0.00313,104.9,795.0,,,0.5,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos C,,1.44687795,TRUE,FALSE
Russia,Ministry of Defense,Navigation,Intermediate,960.0,1008.0,0.0032600000000000000,104.8,795.0,,,5.0,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos C,,1.44687795,TRUE,FALSE
Russia,Ministry of Defense,Navigation,Intermediate,961.0,1011.0,0.0034,104.8,825.0,,,0.5,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos C,,1.44687795,TRUE,FALSE
Russia,Ministry of Defense,Navigation,Intermediate,949.0,1008.0,0.0040100000000000000,104.7,825.0,,,0.5,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos 3M,,1.448623279,TRUE,FALSE
Russia,Ministry of Defense,Navigation,Intermediate,907.0,968.0,0.00417,103.8,825.0,,,0.5,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos 3M,,1.448623279,TRUE,FALSE
Russia,Ministry of Defense,Navigation,Intermediate,954.0,1011.0,0.0038800000000000000,104.8,810.0,,,0.5,NPO-PM,Russia,Plesetsk Cosmodrome,Kosmos 3M,,1.448623279,TRUE,FALSE
Russia,Ministry of Defense,Navigation,Intermediate,916.0,945.0,0.00199,103.6,810.0,,,0.5,Information Satellite Systems (formerly NPO-PM),Russia,Plesetsk Cosmodrome,Kosmos 3M,,1.448623279,TRUE,FALSE
Russia,Ministry of Defense,Navigation,Intermediate,968.0,1022.0,0.00367,105.0,820.0,,,0.5,Information Satellite Systems (formerly NPO-PM),Russia,Plesetsk Cosmodrome,Kosmos 3M,,1.448623279,TRUE,FALSE
USA,US Naval Academy,Technology Development/Communications,Intermediate,789.0,796.0,0.00049,100.7,10.0,10.0,6.0,5.0,US Naval Academy,USA,Kodiak Launch Complex,Athena 1,,1.169370599,FALSE,FALSE
Russia,Ministry of Defense,Reconnaissance,Sun-Synchronous,714.0,733.0,0.00134,99.2,7000.0,,,0.5,TsSKB Progress,Russia,Plesetsk Cosmodrome,Soyuz 2-1B,,1.715658655,TRUE,FALSE
USA,National Aeronautics and Space Administration (NASA),Technology Development,Sun-Synchronous,499.0,507.0,0.00058,94.68,1.0,,,,NASA/Ames Research Center,USA,Wallops Island Flight Facility,Minotaur,,0.70703288,FALSE,FALSE
France,Centre National d'Etudes Spatiales (CNES),Solar Physics,Sun-Synchronous,725.0,729.0,0.00028,99.3,150.0,,,2.0,EADS Astrium,France/UK/Germany/Spain,Dombarovsky Launch Facility,Dnepr,,1.715658655,FALSE,FALSE
Vietnam,Vietnam National Satellite Center,Technology Development,Sun-Synchronous,410.0,414.0,0.00029,92.81,1.0,,,0.25,Vietnam National Satellite Center,Vietnam,ISS,JSSOD,,0.901462559,FALSE,FALSE
France/Italy,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Earth Observation,Sun-Synchronous,697.0,699.0,0.00014,98.7,1000.0,,1500.0,5.0,Astrium,France,Guiana Space Center,Soyuz 2/Fregat,,1.713913325,FALSE,FALSE
France,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Earth Observation,Sun-Synchronous,678.0,691.0,0.0009200000000000000,98.45,970.0,,,5.0,Astrium,France,Guiana Space Center,Soyuz STA/Fregat,,1.7191493130000000,FALSE,FALSE
Japan,University of Tokyo,Earth Observation,Sun-Synchronous,600.0,627.0,0.00193,97.0,5.0,,,,University of Tokyo,Japan,Tanegashima Space Center,H-2A,,1.713913325,FALSE,FALSE
ESA,European Space Agency (ESA),Technology Demonstration,Sun-Synchronous,553.0,676.0,0.00881,96.98,100.0,,100.0,2.0,Verhaert Design and Development NV (leading a European consortium),Belgium,Sriharikota Launch Station,PSLV C3,,1.7086773380000000,FALSE,FALSE
ESA,European Space Agency (ESA),Technology Demonstration,Sun-Synchronous,708.0,728.0,0.00141,99.2,130.0,,86.0,2.0,Verhaert Design and Development NV (leading a European consortium),Belgium,Plesetsk Cosmodrome,Breeze KM,,1.715658655,FALSE,FALSE
ESA,European Space Agency (ESA),Earth Observation,Sun-Synchronous,813.0,820.0,0.00049,101.21,140.0,,,2.5,QinetiQ Space Belgium,Belgium,Guiana Space Center,Vega,,1.72316357,FALSE,FALSE
USA,Los Alamos National Laboratory,Technology Development,Sun-Synchronous,500.0,506.0,0.00044,94.68,,,,,Los Alamos National Laboratory,USA,Wallops Island Flight Facility,Minotaur 1,,0.70703288,TRUE,FALSE
USA,Los Alamos National Laboratory,Technology Development,Sun-Synchronous,498.0,502.0,0.00029,94.68,,,,,Los Alamos National Laboratory,USA,Wallops Island Flight Facility,Minotaur 1,,0.70703288,TRUE,FALSE
USA,Los Alamos National Laboratory,Technology Development,Sun-Synchronous,498.0,502.0,0.00029,94.68,,,,,Los Alamos National Laboratory,USA,Wallops Island Flight Facility,Minotaur 1,,0.70703288,TRUE,FALSE
USA,Los Alamos National Laboratory,Technology Development,Sun-Synchronous,498.0,502.0,0.00029,94.68,,,,,Los Alamos National Laboratory,USA,Wallops Island Flight Facility,Minotaur 1,,0.70703288,TRUE,FALSE
USA,Los Alamos National Laboratory,Technology Development,Sun-Synchronous,498.0,502.0,0.00029,94.68,,,,,Los Alamos National Laboratory,USA,Wallops Island Flight Facility,Minotaur 1,,0.70703288,TRUE,FALSE
USA,Los Alamos National Laboratory,Technology Development,Sun-Synchronous,498.0,502.0,0.00029,94.68,,,,,Los Alamos National Laboratory,USA,Wallops Island Flight Facility,Minotaur 1,,0.70703288,TRUE,FALSE
USA,Los Alamos National Laboratory,Technology Development,Sun-Synchronous,498.0,502.0,0.00029,94.68,,,,,Los Alamos National Laboratory,USA,Wallops Island Flight Facility,Minotaur 1,,0.70703288,TRUE,FALSE
USA,Los Alamos National Laboratory,Technology Development,Sun-Synchronous,498.0,502.0,0.00029,94.68,,,,,Los Alamos National Laboratory,USA,Wallops Island Flight Facility,Minotaur 1,,0.70703288,TRUE,FALSE
Peru,Institute for Radio Astronomy at Pontificia Universidad Catlica del Per (PUCP),Technology Development,Sun-Synchronous,589.0,640.0,0.00365,96.9,1.0,,,,Institute for Radio Astronomy at Pontificia Universidad Catlica del Per (PUCP),Peru,Dombarovsky Launch Facility,Dnepr,,1.7069320080000000,FALSE,FALSE
USA,SES World Skies (SES [Socit Europenne des Satellites (SES)]) -- total capacity leased to subsidiary of EchoStar Corp.,Communications,Sun-Synchronous,35774.0,35798.0,0.00028,1436.09,5514.0,,,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,,0.000349066,FALSE,TRUE
USA,DigitalGlobe Corporation,Earth Observation,Sun-Synchronous,448.0,450.0,0.00015,93.6,,951.0,250.0,10.0,Ball Aerospace,USA,Vandenberg AFB,Delta 2,,1.6964600330000000,FALSE,FALSE
Japan,Japan Aerospace Exploration Agency (JAXA),Navigation,,32618.0,38950.0,0.07511,1436.0,4000.0,,,,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H-2A,,0.698131701,FALSE,TRUE
Canada,Radarsat International,Earth Observation,Sun-Synchronous,791.0,793.0,0.00014,100.7,2924.0,,,7.0,"MacDonald, Dettwiler/Thales Alenia Spazio",Canada/Italy,Baikonur Cosmodrome,Soyuz,,1.720894642,FALSE,FALSE
Russia,RS3A Control Station,Amateur Radio,,1885.0,2165.0,0.01668,127.45,,,,,Nilakt Posto and radio amateurs,Russia,Baikonur Cosmodrome,Rokot,,1.127308164,FALSE,FALSE
Russia,Ministry of Defense,Communications,,35612.0,35949.0,0.004,1435.79,2400.0,,,5.0,Applied Mechanics (NPO),Russia,Baikonur Cosmodrome,Proton K,1.5680038,0.025132741,TRUE,TRUE
Russia,Ministry of Defense,Communications,,35784.0,35788.0,5E-05,1436.06,2500.0,,,5.0,Applied Mechanics (NPO),Russia,Baikonur Cosmodrome,Proton M,1.2217304760000000,0.000174533,TRUE,TRUE
Russia,Ministry of Defense,Communications,,35777.0,35797.0,0.00024000000000000000,1436.13,2400.0,,,5.0,OAO Resetneva,Russia,Baikonur Cosmodrome,Proton M,,0.0017453290000000000,TRUE,TRUE
USA,National Reconnaissance Office (NRO),Technology Development,Polar,1199.0,1202.0,0.0002,109.42,350.0,,,,National Reconnaissance Laboratory,USA,Vandenberg AFB,Minotaur 4,,1.5707963270000000,TRUE,FALSE
Germany,RapidEye AG,Earth Observation,,613.0,646.0,0.00236,97.3,175.0,150.0,,7.0,"Surrey Satellite Technology, Ltd.",United Kingdom,Baikonur Cosmodrome,Dnepr,,1.7086773380000000,FALSE,FALSE
Germany,RapidEye AG,Earth Observation,,621.0,638.0,0.00121,97.3,175.0,150.0,,7.0,"Surrey Satellite Technology, Ltd.",United Kingdom,Baikonur Cosmodrome,Dnepr,,1.7086773380000000,FALSE,FALSE
Germany,RapidEye AG,Earth Observation,,621.0,637.0,0.00114,97.3,175.0,150.0,,7.0,"Surrey Satellite Technology, Ltd.",United Kingdom,Baikonur Cosmodrome,Dnepr,,1.7086773380000000,FALSE,FALSE
Germany,RapidEye AG,Earth Observation,,621.0,638.0,0.00121,97.3,175.0,150.0,,7.0,"Surrey Satellite Technology, Ltd.",United Kingdom,Baikonur Cosmodrome,Dnepr,,1.7086773380000000,FALSE,FALSE
Germany,RapidEye AG,Earth Observation,,617.0,642.0,0.00179,97.3,175.0,150.0,,7.0,"Surrey Satellite Technology, Ltd.",United Kingdom,Baikonur Cosmodrome,Dnepr,,1.7086773380000000,FALSE,FALSE
Turkey,Space Technologies Research Institute,Earth Observation,Sun-Synchronous,667.0,697.0,0.00213,98.4,113.0,,,3.0,Space Technologies Research Institute,Turkey,Dombarovsky Launch Facility,Dnepr 1,,1.713913325,FALSE,FALSE
Multinational,Regional African Satellite Communications Organization (RASCOM),Communications,,35786.0,35787.0,1E-05,1436.1,3050.0,1390.0,,15.0,Thales Alenia Space,France,Guiana Space Center,Ariane 5,0.04974188400000000,0.000174533,FALSE,TRUE
Malaysia,Malaysian National Space Agency,Remote Sensing,Intermediate,663.0,688.0,0.0017700000000000000,98.3,180.0,,,3.0,Astronautic Technology (M) Sdn Bhd,Malaysia,Kwajalein Island,Falcon 1,,0.157079633,FALSE,FALSE
Japan,Institute of Space and Astronautical Science (ISAS)/Japan Aerospace Exploration Agency (JAXA),Technology Development,Sun-Synchronous,595.0,638.0,0.0030800000000000000,97.0,70.0,,,,Institute of Space and Astronautical Science (ISAS),Japan,Baikonur Cosmodrome,Dnepr,,1.7104226670000000,FALSE,FALSE
India,Indian Space Research Organization (ISRO),Earth Observation,Sun-Synchronous,817.0,823.0,0.00042,101.3,1206.0,,,5.0,Indian Space Research Organization (ISRO),India,Sriharikota Launch Station,PSLV C16,,1.7226399720000000,FALSE,FALSE
Russia,TsSKB Progress (State Research & Production Space Rocket Center),Earth Observation,,564.0,571.0,0.0005,96.0,6650.0,,,3.0,TsSKB Progress (State Research & Production Space Rocket Center),Russia,Baikonur Cosmodrome,Soyuz-Fregat,,1.219985147,FALSE,FALSE
Russia,Russian Space Agency (RKA)/Ministry of Defense,Earth Observation,,459.0,472.0,0.00095,93.9,5900.0,,,3.0,TsSKB Progress (State Research & Production Space Rocket Center),Russia,Baikonur Cosmodrome,Soyuz 2-1B,,1.6964600330000000,FALSE,FALSE
India,Ministry of Defense,Surveillance,Sun-Synchronous,538.0,541.0,0.00022,95.4,1858.0,,,,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center,PSLV XL,,1.70344135,TRUE,FALSE
India,Ministry of Defense,Surveillance,,415.0,427.0,0.00088,41.2,93.0,,,,Israel Aircraft Industries (IAI),Israel,Satish Dhawan Space Center,PSLV C12,,0.719424718,TRUE,FALSE
